C,0.960000,0.098915,1.000000,4.000000
C,0.794872,0.103320,0.000000,2.000000
C,1.238095,0.087841,0.000000,6.000000
C,0.555556,0.095802,0.000000,4.000000
C,0.893617,0.117236,1.000000,2.000000
C,0.403226,0.217481,0.000000,2.000000
C,0.964286,0.127861,1.000000,2.000000
C,0.825581,0.118967,1.000000,4.000000
C,0.394737,0.155856,0.000000,2.000000
C,1.494382,0.104486,1.000000,4.000000
C,0.846154,0.143384,1.000000,2.000000
C,0.704225,0.122031,0.000000,2.000000
C,0.930556,0.110623,1.000000,4.000000
C,0.624434,0.100025,2.000000,4.000000
C,0.870370,0.143474,1.000000,2.000000
C,0.744681,0.128430,0.000000,2.000000
C,1.408696,0.083846,0.000000,6.000000
C,0.692308,0.114345,0.000000,2.000000
C,1.480000,0.118967,0.000000,6.000000
C,0.884615,0.132601,1.000000,2.000000
C,0.747475,0.109068,1.000000,2.000000
C,0.547445,0.121747,1.000000,4.000000
C,0.562500,0.124113,0.000000,4.000000
C,0.872340,0.106056,0.000000,2.000000
C,0.695312,0.138250,1.000000,2.000000
C,0.750000,0.150373,0.000000,2.000000
C,0.670391,0.170921,0.000000,2.000000
C,1.128205,0.125762,0.000000,2.000000
C,0.775000,0.151204,0.000000,2.000000
C,0.657143,0.113590,0.000000,2.000000
C,0.750000,0.140658,1.000000,2.000000
C,1.054054,0.111662,1.000000,2.000000
C,0.625000,0.163039,0.000000,2.000000
C,0.581818,0.090803,0.000000,4.000000
C,0.521429,0.108375,0.000000,4.000000
C,0.555556,0.138143,0.000000,2.000000
C,0.938776,0.087420,0.000000,4.000000
C,1.105769,0.115124,0.000000,2.000000
C,0.443114,0.119202,1.000000,4.000000
C,0.862069,0.112546,1.000000,2.000000
C,0.903614,0.147051,0.000000,2.000000
C,0.952381,0.129391,1.000000,2.000000
C,0.769231,0.097937,1.000000,2.000000
C,1.136986,0.074794,0.000000,6.000000
C,0.621951,0.132103,0.000000,2.000000
C,0.816327,0.106213,1.000000,4.000000
C,0.911765,0.095656,0.000000,4.000000
C,0.644231,0.124077,0.000000,2.000000
C,0.581081,0.135605,0.000000,4.000000
C,0.891304,0.095061,1.000000,4.000000
C,0.867925,0.152562,0.000000,4.000000
C,0.830508,0.124019,0.000000,2.000000
C,0.524823,0.148821,0.000000,2.000000
C,0.923077,0.129097,1.000000,2.000000
C,1.583333,0.105552,1.000000,4.000000
C,0.585366,0.140083,0.000000,2.000000
C,1.125000,0.119510,0.000000,2.000000
C,0.311688,0.212814,0.000000,2.000000
C,0.428571,0.072841,1.000000,4.000000
C,1.000000,0.123807,1.000000,2.000000
C,1.454545,0.104697,1.000000,2.000000
C,0.885246,0.115509,1.000000,2.000000
C,0.843750,0.123768,1.000000,2.000000
C,1.000000,0.141531,1.000000,2.000000
C,0.877419,0.125510,0.000000,4.000000
C,1.083333,0.147648,0.000000,2.000000
C,0.956044,0.141961,1.000000,2.000000
C,0.897959,0.128887,0.000000,4.000000
C,0.788462,0.128592,0.000000,4.000000
C,1.277228,0.098552,0.000000,6.000000
C,0.750000,0.120267,1.000000,4.000000
C,0.513274,0.169746,0.000000,2.000000
C,1.333333,0.098238,0.000000,6.000000
C,0.718750,0.128356,1.000000,2.000000
